100,200,394
100,201,805
100,202,279
100,203,677
100,204,41
100,205,941
100,206,746
100,207,991
100,208,975
100,209,950
100,210,518
100,211,44
100,212,929
100,213,857
100,214,383
100,215,557
100,216,834
100,217,468
100,218,941
100,219,784
100,220,896
100,221,107
100,222,52
100,223,411
100,224,625
100,225,875
100,226,206
100,227,374
100,228,68
100,229,562
100,230,913
100,231,266
100,232,552
100,233,47
100,234,269
100,235,372
100,236,657
100,237,756
100,238,144
100,239,858
100,240,358
100,241,334
100,242,129
100,243,103
100,244,531
100,245,32
100,246,961
100,247,974
100,248,568
100,249,853
100,250,96
100,251,573
100,252,358
100,253,343
100,254,434
100,255,886
100,256,253
100,257,565
100,258,518
100,259,74
100,260,287
100,261,976
100,262,593
100,263,697
100,264,984
100,265,900
100,266,287
100,267,858
100,268,827
100,269,145
100,270,406
100,271,716
100,272,432
100,273,339
100,274,55
100,275,527
100,276,298
100,277,701
100,278,320
100,279,976
100,280,331
100,281,932
100,282,658
100,283,555
100,284,659
100,285,140
100,286,454
100,287,278
100,288,919
100,289,693
100,290,468
100,291,122
100,292,802
100,293,413
100,294,757
100,295,36
100,296,528
100,297,320
100,298,30
100,299,353
101,200,258
101,201,676
101,202,258
101,203,448
101,204,809
101,205,136
101,206,724
101,207,457
101,208,324
101,209,222
101,210,946
101,211,921
101,212,259
101,213,885
101,214,260
101,215,813
101,216,120
101,217,292
101,218,891
101,219,754
101,220,420
101,221,50
101,222,85
101,223,671
101,224,763
101,225,406
101,226,835
101,227,761
101,228,2
101,229,352
101,230,732
101,231,560
101,232,736
101,233,794
101,234,773
101,235,203
101,236,591
101,237,859
101,238,527
101,239,378
101,240,826
101,241,584
101,242,982
101,243,332
101,244,107
101,245,326
101,246,153
101,247,449
101,248,72
101,249,606
101,250,120
101,251,453
101,252,894
101,253,527
101,254,203
101,255,567
101,256,100
101,257,780
101,258,552
101,259,695
101,260,576
101,261,580
101,262,761
101,263,917
101,264,423
101,265,729
101,266,858
101,267,863
101,268,645
101,269,106
101,270,388
101,271,750
101,272,579
101,273,219
101,274,802
101,275,254
101,276,594
101,277,899
101,278,833
101,279,842
101,280,335
101,281,633
101,282,522
101,283,419
101,284,349
101,285,922
101,286,677
101,287,651
101,288,154
101,289,917
101,290,184
101,291,240
101,292,821
101,293,273
101,294,737
101,295,832
101,296,194
101,297,392
101,298,186
101,299,251
102,200,61
102,201,75
102,202,723
102,203,834
102,204,913
102,205,668
102,206,790
102,207,152
102,208,183
102,209,571
102,210,766
102,211,912
102,212,714
102,213,691
102,214,578
102,215,912
102,216,477
102,217,116
102,218,256
102,219,432
102,220,957
102,221,921
102,222,521
102,223,151
102,224,294
102,225,678
102,226,387
102,227,118
102,228,980
102,229,986
102,230,116
102,231,237
102,232,822
102,233,879
102,234,130
102,235,825
102,236,766
102,237,458
102,238,412
102,239,340
102,240,689
102,241,567
102,242,459
102,243,901
102,244,50
102,245,337
102,246,740
102,247,65
102,248,895
102,249,847
102,250,538
102,251,833
102,252,720
102,253,514
102,254,145
102,255,856
102,256,711
102,257,194
102,258,351
102,259,134
102,260,266
102,261,371
102,262,400
102,263,100
102,264,645
102,265,11
102,266,76
102,267,811
102,268,534
102,269,225
102,270,608
102,271,859
102,272,750
102,273,939
102,274,477
102,275,142
102,276,389
102,277,423
102,278,459
102,279,282
102,280,63
