100,200,153
100,201,123
100,202,675
100,203,635
100,204,305
100,205,879
100,206,78
100,207,305
100,208,691
100,209,590
100,210,875
100,211,254
100,212,464
100,213,424
100,214,121
100,215,79
100,216,26
100,217,324
100,218,346
100,219,408
100,220,748
100,221,563
100,222,481
100,223,299
100,224,292
100,225,807
100,226,302
100,227,99
100,228,438
100,229,207
100,230,337
100,231,206
100,232,929
100,233,670
100,234,412
100,235,872
100,236,831
100,237,573
100,238,565
100,239,929
100,240,550
100,241,980
100,242,335
100,243,61
100,244,431
100,245,573
100,246,985
100,247,429
100,248,969
100,249,532
101,200,345
101,201,527
101,202,266
101,203,35
101,204,706
101,205,289
101,206,954
101,207,746
101,208,126
101,209,620
101,210,216
101,211,439
101,212,8
101,213,985
101,214,340
101,215,541
101,216,616
101,217,209
101,218,99
101,219,611
101,220,748
101,221,273
101,222,454
101,223,233
101,224,405
101,225,551
101,226,976
101,227,339
101,228,293
101,229,345
101,230,788
101,231,109
101,232,84
101,233,461
101,234,734
101,235,657
101,236,799
101,237,564
101,238,654
101,239,106
101,240,42
101,241,235
101,242,913
101,243,839
101,244,809
101,245,959
101,246,954
101,247,756
101,248,908
101,249,814
102,200,95
102,201,957
102,202,831
102,203,108
102,204,77
102,205,331
102,206,482
102,207,218
102,208,343
102,209,836
102,210,314
102,211,847
102,212,40
102,213,401
102,214,198
102,215,714
102,216,629
102,217,857
102,218,145
102,219,252
102,220,966
102,221,574
102,222,363
102,223,414
102,224,206
102,225,3
102,226,730
102,227,374
102,228,904
102,229,272
102,230,446
102,231,373
102,232,823
102,233,487
102,234,392
102,235,574
102,236,545
102,237,382
102,238,614
102,239,904
102,240,371
102,241,586
102,242,928
102,243,213
102,244,503
102,245,741
102,246,375
102,247,425
102,248,761
102,249,291
103,200,496
103,201,518
103,202,625
103,203,734
103,204,251
103,205,177
103,206,316
103,207,325
103,208,46
103,209,300
103,210,622
103,211,805
103,212,32
103,213,761
103,214,352
103,215,19
103,216,477
103,217,714
103,218,296
103,219,65
103,220,381
103,221,531
103,222,836
103,223,270
103,224,456
103,225,436
103,226,49
103,227,880
103,228,890
103,229,561
